,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Emotion
156,156,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
157,157,12.0,0.2451999932527542,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",fifa uefa semua poyo bila isu palestin semua tak boikot israel politik tak dunia bola sepak bila negara habis semua kelab main kena boikot sekali,positive
158,158,31.0,0.9351999759674072,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",harap besar kyai yahya pilih ketua pbnu lebih des beliau nyata pbnu gak jadi,negative
159,159,19.0,0.7912999987602234,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",olak milu tunda kalau elite politik lewat rakyat revolusi sosial,negative
160,160,3.0,0.5519000291824341,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",kata sepakbola jangan campur sama politik lah kok malah jilat ludah sendiri gilir ngebela negara muslim malah double standard sekali fifa wkwk,negative
161,161,26.0,0.9429000020027161,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",rakyat johor dah mula cakap nak jadi mb nafas baru politik harap baru rakyat johor je,negative
162,162,28.0,0.6991999745368958,"cari, kalau, ajak, in, ideologi, all, topik, tukar, pasang, level",fifa jauh penting politik boikot negara israel coba biar adil uiy,positive
163,163,33.0,0.398499995470047,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",apa beda ukraine ama israel gercep ngebanned atlet russia aj atlet israel tanding2 aj krn ukraine ama israel pihak sama yaa olahraga tak campur,negative
164,164,33.0,0.3197999894618988,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",wakil ketua umum mui minta elite politik jerumus,negative
165,165,2.0,0.5486999750137329,"politik, cari, kalau, tukar, ideologi, pasang, level, in, sembang, ajak",masyaaallah makasih jelas mimin jadi politik sendiri ga haram kan maksud bukan anti politik politik haram jelas mimin atas arti larang ajar politik baarokallahufiik,negative
166,166,6.0,0.9653000235557556,"cari, kalau, politik, pasang, sembang, ideologi, in, tukar, topik, ajak",arti sama pikir soekarno dulu makanya serang trs ama teroris lapang masyumi politik mk udah bener kl akhir nu keluar jokowi soekarnoispun serang sm kadrun teroris lapang pksu anak kandung,negative
167,167,22.0,0.9028000235557556,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",fifa selalu teriak sepakbola jauh penting politik trus apa,positive
168,168,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
169,169,20.0,0.5062999725341797,"ni, besi, politik, milu, bila, indonesia, tunda, awal, macam, kuat",kalau muda buat macam ni nak kena husnuzon politik bersih kotor macam ni,negative
170,170,20.0,0.8920999765396118,"ni, besi, politik, milu, bila, indonesia, tunda, awal, macam, kuat",kasus beda manusia bla bla bla bla campuradukkan,negative
171,171,0.0,0.2881999909877777,"politik, cari, kalau, jadi, perang, islam, laku, umat, tanah, balik",nafsu birah politik sontoloyo kalah akal sehat alias waras akibat tres kalau gagal gila masuk rs jiwa,negative
172,172,8.0,0.6338000297546387,"politik, cari, kalau, tukar, sembang, ajak, level, all, ideologi, topik",mungkin zelensky percuma hadap russia tambah hancur makin picu amarah presiden pilih dgn oleh suara belum adlh komedian tdk basic politik militer jd tahan pilih rasional bagi,negative
173,173,2.0,0.9305999875068665,"politik, cari, kalau, tukar, ideologi, pasang, level, in, sembang, ajak",contoh gila luber histeria massal lukis artis perancis henri matisse rencana ada maret,positive
174,174,15.0,0.34310001134872437,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",keren2 komen nikmat sepakbola bodoh politik,negative
175,175,26.0,0.9190000295639038,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",ahli politik nak politik berkempen dekat tik tok especially jangan lebih,negative
176,176,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
177,177,22.0,0.4189999997615814,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",beginilqh akibat buah negara pimpin boneka tak paham politik internasional aman buah bangsa,negative
178,178,9.0,0.8611999750137329,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",nih biar cacat dukung gus yaqut,negative
179,179,11.0,0.384799987077713,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",lucu benar masalah politik bawa olahraga,negative
180,180,5.0,0.8920999765396118,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",muhammadiyah minta elite politik akhir wacana tunda milu,negative
181,181,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
182,182,16.0,0.703000009059906,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",ramai golong bawah ambik pasal skandal billion2 sbb benda tak nampak mata diaorg,negative
183,183,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
184,184,20.0,0.9305999875068665,"ni, besi, politik, milu, bila, indonesia, tunda, awal, macam, kuat",awal husnuzon angin kuat bila tengok ni besi tebal bengkok macam ni besi,negative
185,185,33.0,0.3978999853134155,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",nahdliyin berani sikap atas main politik pbnu apa,negative
186,186,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
187,187,13.0,0.3919000029563904,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",gegara org makin2 gw kumpul gw males ngomong politik klo lg nongkrong,negative
188,188,5.0,0.9117000102996826,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",raket merdeka bentuk dukung mohon capres pilpres raket merdeka rupa,negative
189,189,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
190,190,19.0,0.9190000295639038,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",mungkin rakyat punya batas sabar lihat tingkah pola elit politik kalau,negative
191,191,30.0,0.9028000235557556,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",maret kardinah lahir jepara lebih kenal kartini adik padahal,negative
192,192,18.0,0.8920999765396118,"politik, usul, cak, imin, konyol, ismail, zulhas, milu, ni, buat",buat masyarakat belah usul milu tunda tolak mui,negative
193,193,31.0,0.37560001015663147,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",moga jadi nya malah ngemis main politik praktis minta jabat minta kasih anggar minta jatah tri,positive
194,194,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
195,195,26.0,0.9429000020027161,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",rakyat johor dah mula cakap nak jadi mb nafas baru politik harap baru rakyat johor je,negative
196,196,11.0,0.902899980545044,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",main orang2 selalu tunggu tokoh2 nu politik maupun hancur,positive
197,197,32.0,0.6751999855041504,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",tolak atas usul tunda milu panjang masa jabat presiden joko widodo terus kuat jumlah,positive
198,198,27.0,0.6887000203132629,"politik, agama, tipu, daya, guna, ajar, bukan, juang, selamat, rakyat",jadi banyak beban bangsa sekarang mana ngotot proyek ikn ngotot kereta cepat ngotot tki kurang banyak masuk orang2 politik sdh nantangin rakyat sptnya,negative
199,199,23.0,0.374099999666214,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",government jago banyak buat jaga image gov musuh politik serang kelas internasional mana nyali so weak,negative
200,200,12.0,0.878600001335144,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",catat bela dusta keliling jilat sanjung khianat,negative
201,201,34.0,0.9190000295639038,"milu, ikut, alas, tunda, barat, takut, pertama, aman, pki, iri",milu pertama milu ikut tunda alas aman iri barat takut pki,negative
202,202,22.0,0.8403000235557556,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",dap tak layak beri tempat politik negara samun perompak tipu zina liwat,positive
203,203,16.0,0.7034000158309937,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",ramai golong bawah ambik pasal skandal billion2 sbb benda tak nampak mata diaorg,negative
204,204,3.0,0.9351999759674072,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",donk satu konteks kan kata politik sama olahraga gak campur murni hypocrisy barat aja,negative
205,205,3.0,0.9117000102996826,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",jadi lumrah kalau jadi publik figur kait dunia politik sangat,negative
206,206,2.0,0.9305999875068665,"politik, cari, kalau, tukar, ideologi, pasang, level, in, sembang, ajak",contoh gila luber histeria massal lukis artis perancis henri matisse rencana ada maret,positive
207,207,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
208,208,18.0,0.8920999765396118,"politik, usul, cak, imin, konyol, ismail, zulhas, milu, ni, buat",buat masyarakat belah usul milu tunda tolak mui,negative
209,209,16.0,0.49230000376701355,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",kata fifa jauh politik bangke organisasi taok gilir israel bunuh orang palestina moncong kalian diem,negative
210,210,11.0,0.9117000102996826,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",banyak hikmah tonton tayang soal bagaimana kelompok konservatif amerika mjd,negative
211,211,13.0,0.8920999765396118,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",tunjuk taraf mentaliti kome ingat macam pilihanraya kampus,negative
212,212,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
213,213,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
214,214,15.0,0.5435000061988831,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",aik cuba tengok cctv dekat kedai tu kalau politik kotor macam saudari amirah nak jawab macam mana bukan command center sendiri kena,negative
215,215,21.0,0.8992000222206116,"politik, partai, kata, negara, cari, buat, jadi, kalau, sepakbola, main",jumlah waria indonesia tdk data pnya hak pilih sngat sedikit golong politik mmperhatikan kelompok pilih jelas kelompok politik konservative kanan nggk mngkin akomodasi suara,negative
216,216,33.0,0.5357000231742859,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",komunitas muslimah cinta senam jaktim dukung gus muhaimin presiden,negative
217,217,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
218,218,16.0,0.7031999826431274,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",ramai golong bawah ambik pasal skandal billion2 sbb benda tak nampak mata diaorg,negative
219,219,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
220,220,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
221,221,9.0,0.8611999750137329,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",nih biar cacat dukung gus yaqut,negative
222,222,27.0,0.7128000259399414,"politik, agama, tipu, daya, guna, ajar, bukan, juang, selamat, rakyat",gerombol kedok agama manipulasi rakyat dgn tuju politik ambil alih kuasa,positive
223,223,3.0,0.7013999819755554,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",usul nu jadi partai politik aja kan lumayan dana milu,negative
224,224,31.0,0.9351999759674072,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",harap besar kyai yahya pilih ketua pbnu lebih des beliau nyata pbnu gak jadi,negative
225,225,33.0,0.4041999876499176,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",ramai golong bawah ambik pasal skandal billion2 sbb benda tak nampak mata diaorg perlu tekan org politik cari dekat berbeza golong luar bandar malah ramai kelompok bandar tetap peduli isu rasuah seleweng ni,negative
226,226,2.0,0.9305999875068665,"politik, cari, kalau, tukar, ideologi, pasang, level, in, sembang, ajak",contoh gila luber histeria massal lukis artis perancis henri matisse rencana ada maret,positive
227,227,3.0,0.536300003528595,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",sungguh munafik hipokrit western bule baik politik sosial maupun olahraga sekalipun,negative
228,228,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
229,229,18.0,0.2922999858856201,"politik, usul, cak, imin, konyol, ismail, zulhas, milu, ni, buat",lebih baik milu cepat tetap laksana sesuai jadwal badut politik sj ingin milu tunda dng alas apa,negative
230,230,20.0,0.8920999765396118,"ni, besi, politik, milu, bila, indonesia, tunda, awal, macam, kuat",kasus beda manusia bla bla bla bla campuradukkan,negative
231,231,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
232,232,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
233,233,20.0,0.8920999765396118,"ni, besi, politik, milu, bila, indonesia, tunda, awal, macam, kuat",kasus beda manusia bla bla bla bla campuradukkan,negative
234,234,2.0,0.48100000619888306,"politik, cari, kalau, tukar, ideologi, pasang, level, in, sembang, ajak",milu tetap pakat partai politik nyali ciut kecut usah ikut milu kudeta jadwal alas panjang masa jabat,negative
235,235,5.0,0.7032999992370605,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",padahal extra time goreng manu kan politik,negative
236,236,5.0,0.902899980545044,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",semua henti bola bukan politik balas bola menit juang,negative
237,237,11.0,0.4140999913215637,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",bukti semua tiada paksa islam anak2 nilai pilih jalan sendiri apabila dewasa kelak nilai sendiri masyarakat keliling utama org islam tindak islam bukan cara politik geng2 agama,negative
238,238,11.0,0.4381999969482422,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",perang agama perang agama mana agama mana politik vs ukraina salah ukraina cuman samsak mau beri bantu banyak apa kgk bakal lawan balik rusia guna seluruh kuat militer,negative
239,239,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
240,240,9.0,0.7408999800682068,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",sumber tempo kata upaya sebar gagas panjang masa jabat presiden bagi empat kluster tanggung jawab main politik aspirasi,negative
